task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue,text_raw,tokens,stems,lemmas
809,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-08-27 22:25:59.627850,2025-09-08 22:25:59.627850,alice,charlie,0,6,81,2.45,done,12,0,Write unit tests. Optimize slow queries causing high CPU usage on replica DB.,"['write', 'unit', 'tests', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",write unit test optim slow queri caus high cpu usag replica db,write unit test optimize slow query causing high cpu usage replica db
810,Customer email reply,Deploy new service to production cluster and monitor for errors.,2025-09-09 22:25:59.627850,2025-09-22 22:25:59.627850,charlie,diana,0,8,200,2.96,open,13,1,Customer email reply. Deploy new service to production cluster and monitor for errors.,"['customer', 'email', 'reply', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",custom email repli deploy new servic product cluster monitor error,customer email reply deploy new service production cluster monitor error
811,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-19 22:25:59.627850,2025-10-05 22:25:59.627850,bob,diana,0,3,168,2.9,done,16,0,Research new lib. Gather sales data and prepare report for stakeholders by Friday.,"['research', 'new', 'lib', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",research new lib gather sale data prepar report stakehold friday,research new lib gather sale data prepare report stakeholder friday
812,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-29 22:25:59.627850,2025-10-01 22:25:59.627850,bob,charlie,2,4,42,1.58,done,2,0,Optimize DB queries. Plan sprint items and assign tasks to frontend/backend teams.,"['optimize', 'db', 'queries', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",optim db queri plan sprint item assign task frontend backend team,optimize db query plan sprint item assign task frontend backend team
813,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-09 22:25:59.627850,2025-09-20 22:25:59.627850,alice,bob,0,12,110,1.7,in_progress,11,1,Update dependencies. Optimize slow queries causing high CPU usage on replica DB.,"['update', 'dependencies', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",updat depend optim slow queri caus high cpu usag replica db,update dependency optimize slow query causing high cpu usage replica db
814,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-09-26 22:25:59.627850,2025-10-16 22:25:59.627850,bob,diana,0,2,34,1.17,open,20,0,Prepare monthly report. Update package.json dependencies and run compatibility tests.,"['prepare', 'monthly', 'report', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",prepar monthli report updat packag json depend run compat test,prepare monthly report update package json dependency run compatibility test
815,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-09-12 22:25:59.627850,2025-09-28 22:25:59.627850,diana,diana,2,8,14,1.41,in_progress,16,1,Deploy microservice. Update package.json dependencies and run compatibility tests.,"['deploy', 'microservice', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",deploy microservic updat packag json depend run compat test,deploy microservice update package json dependency run compatibility test
816,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-30 22:25:59.627850,2025-09-08 22:25:59.627850,bob,alice,0,8,129,4.02,open,9,1,Prepare monthly report. User cannot login with social auth. Error 500 observed on POST /auth.,"['prepare', 'monthly', 'report', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",prepar monthli report user login social auth error 500 observ post auth,prepare monthly report user login social auth error 500 observed post auth
817,Design landing page,Respond to important client email about billing dispute.,2025-09-21 22:25:59.627850,2025-10-01 22:25:59.627850,alice,diana,0,3,176,3.46,open,10,1,Design landing page. Respond to important client email about billing dispute.,"['design', 'landing', 'page', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",design land page respond import client email bill disput,design landing page respond important client email billing dispute
818,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-08-29 22:25:59.627850,2025-09-02 22:25:59.627850,alice,charlie,1,4,28,1.57,open,4,1,Optimize DB queries. Gather sales data and prepare report for stakeholders by Friday.,"['optimize', 'db', 'queries', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",optim db queri gather sale data prepar report stakehold friday,optimize db query gather sale data prepare report stakeholder friday
819,Customer email reply,Respond to important client email about billing dispute.,2025-10-06 22:25:59.627850,2025-10-25 22:25:59.627850,diana,bob,0,4,60,1.15,open,19,0,Customer email reply. Respond to important client email about billing dispute.,"['customer', 'email', 'reply', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",custom email repli respond import client email bill disput,customer email reply respond important client email billing dispute
820,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-09-11 22:25:59.627850,2025-09-25 22:25:59.627850,charlie,alice,2,4,141,2.19,open,14,1,Deploy microservice. Update package.json dependencies and run compatibility tests.,"['deploy', 'microservice', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",deploy microservic updat packag json depend run compat test,deploy microservice update package json dependency run compatibility test
821,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-09-10 22:25:59.627850,2025-09-26 22:25:59.627850,bob,charlie,0,12,42,2.13,done,16,0,Customer email reply. Investigate new ML library for text embeddings and feasibility.,"['customer', 'email', 'reply', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",custom email repli investig new ml librari text embed feasibl,customer email reply investigate new ml library text embeddings feasibility
822,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-08-15 22:25:59.627850,2025-09-04 22:25:59.627850,alice,alice,0,8,176,1.58,done,20,0,Customer email reply. Update package.json dependencies and run compatibility tests.,"['customer', 'email', 'reply', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",custom email repli updat packag json depend run compat test,customer email reply update package json dependency run compatibility test
823,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-09-23 22:25:59.627850,2025-10-05 22:25:59.627850,alice,bob,0,12,118,2.25,in_progress,12,1,Optimize DB queries. Update package.json dependencies and run compatibility tests.,"['optimize', 'db', 'queries', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",optim db queri updat packag json depend run compat test,optimize db query update package json dependency run compatibility test
824,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-08-19 22:25:59.627850,2025-08-27 22:25:59.627850,charlie,bob,0,12,46,4.62,done,8,0,Update dependencies. Update package.json dependencies and run compatibility tests.,"['update', 'dependencies', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",updat depend updat packag json depend run compat test,update dependency update package json dependency run compatibility test
825,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-10-03 22:25:59.627850,2025-10-05 22:25:59.627850,charlie,alice,2,12,130,2.62,in_progress,2,1,Customer email reply. Optimize slow queries causing high CPU usage on replica DB.,"['customer', 'email', 'reply', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",custom email repli optim slow queri caus high cpu usag replica db,customer email reply optimize slow query causing high cpu usage replica db
826,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-10-09 22:25:59.627850,2025-10-13 22:25:59.627850,bob,charlie,1,6,21,2.08,done,4,0,Customer email reply. Optimize slow queries causing high CPU usage on replica DB.,"['customer', 'email', 'reply', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",custom email repli optim slow queri caus high cpu usag replica db,customer email reply optimize slow query causing high cpu usage replica db
827,Research new lib,Respond to important client email about billing dispute.,2025-09-12 22:25:59.627850,2025-09-13 22:25:59.627850,alice,bob,2,8,118,4.06,open,1,1,Research new lib. Respond to important client email about billing dispute.,"['research', 'new', 'lib', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",research new lib respond import client email bill disput,research new lib respond important client email billing dispute
828,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-08-26 22:25:59.627850,2025-09-05 22:25:59.627850,charlie,alice,2,1,45,1.62,done,10,0,Fix login bug. Optimize slow queries causing high CPU usage on replica DB.,"['fix', 'login', 'bug', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",fix login bug optim slow queri caus high cpu usag replica db,fix login bug optimize slow query causing high cpu usage replica db
829,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-26 22:25:59.627850,2025-10-10 22:25:59.627850,charlie,diana,0,4,193,1.1,open,14,1,Prepare monthly report. Plan sprint items and assign tasks to frontend/backend teams.,"['prepare', 'monthly', 'report', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",prepar monthli report plan sprint item assign task frontend backend team,prepare monthly report plan sprint item assign task frontend backend team
830,Plan sprint,Respond to important client email about billing dispute.,2025-10-04 22:25:59.627850,2025-10-14 22:25:59.627850,bob,alice,0,4,99,1.32,in_progress,10,0,Plan sprint. Respond to important client email about billing dispute.,"['plan', 'sprint', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",plan sprint respond import client email bill disput,plan sprint respond important client email billing dispute
831,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-08-15 22:25:59.627850,2025-08-16 22:25:59.627850,bob,alice,2,4,55,1.68,open,1,1,Plan sprint. Deploy new service to production cluster and monitor for errors.,"['plan', 'sprint', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",plan sprint deploy new servic product cluster monitor error,plan sprint deploy new service production cluster monitor error
